tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,292,212001,,,Natalia Vikhlyantseva,R,,RUS,22.31074606,211651,,Q,Paula Badosa,R,,ESP,21.56605065,6-1 6-1,3,R16,56,2,3,45,27,22,10,7,4,4,2,4,55,30,17,6,7,4,9,119,546,133,451
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,291,201465,,,Kirsten Flipkens,R,165,BEL,33.41273101,201615,4,,Lesia Tsurenko,R,174,UKR,30.02874743,7-6(8) 7-5,3,R16,118,0,1,91,65,35,18,12,4,8,0,4,85,60,35,11,12,3,8,69,850,32,1657
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,290,214981,,Q,Elena Rybakina,R,,RUS,19.98083504,202421,9,,Alison Van Uytvanck,R,,BEL,25.2073922,6-3 6-4,3,R16,96,3,7,70,41,28,14,10,4,6,4,2,75,53,33,6,9,9,13,134,448,55,1030
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,289,201590,,,Alison Riske,R,,USA,28.93634497,201555,,,Polona Hercog,R,182,SLO,28.38603696,6-4 7-6(5),3,R16,107,2,3,82,53,36,16,11,5,7,6,4,70,35,27,14,11,1,4,61,933,62,929
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,288,206420,,,Ekaterina Alexandrova,R,,RUS,24.56673511,204434,,Q,Ysaline Bonaventure,L,,BEL,24.78028747,6-3 6-4,3,R16,71,9,4,56,34,26,10,9,3,5,2,8,74,42,24,14,10,6,11,52,1108,120,545
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,287,213889,,Q,Greetje Minnen,R,,BEL,21.82067077,202506,,,Margarita Gasparyan,R,,RUS,24.77207392,6-4 6-4,3,R16,84,4,2,56,36,29,5,10,5,8,2,1,72,46,26,10,10,4,9,139,429,63,887
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,286,206368,,,Veronika Kudermetova,R,,RUS,22.12731006,215018,,WC,Destanee Aiava,R,,AUS,19.08281999,6-3 6-1,3,R16,59,5,1,43,24,21,12,8,1,1,1,3,50,31,15,9,8,3,7,60,939,214,266
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,285,202428,1,,Kiki Bertens,R,182,NED,27.49897331,201596,,,Johanna Larsson,R,174,SWE,30.81177276,6-3 6-1,3,R32,57,7,3,50,33,27,6,8,5,6,1,3,41,23,10,8,8,1,6,4,5345,148,398
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,284,201551,,WC,Arantxa Rus,L,180,NED,28.49007529,202457,,WC,Bibiane Schoofs,R,,NED,31.07460643,7-5 6-4,3,R32,99,2,2,65,39,24,15,11,3,6,3,2,75,50,28,11,11,3,8,132,451,169,351
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,283,211651,,Q,Paula Badosa,R,,ESP,21.56605065,211880,,Q,Priscilla Hon,R,,AUS,21.08418891,6-4 6-3,3,R32,66,7,1,53,31,23,11,9,3,5,1,1,59,38,23,7,10,7,12,133,451,130,467
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,282,212001,,,Natalia Vikhlyantseva,R,,RUS,22.31074606,214939,,LL,Anna Kalinskaya,R,,RUS,20.52019165,6-2 6-3,3,R32,69,0,4,63,34,25,19,9,6,6,0,5,59,37,23,10,8,4,7,119,546,149,396
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,281,201615,4,,Lesia Tsurenko,R,174,UKR,30.02874743,201697,,,Kristyna Pliskova,L,,CZE,27.21971253,6-4 6-4,3,R32,77,2,0,53,42,29,7,10,1,3,7,3,70,46,29,10,10,7,11,32,1657,113,573
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,280,201465,,,Kirsten Flipkens,R,165,BEL,33.41273101,202434,,,Aleksandra Krunic,R,,SRB,26.23682409,6-3 3-6 6-1,3,R32,92,3,1,75,50,37,15,13,3,5,3,0,72,40,22,22,12,4,8,69,850,66,858
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,279,214981,,Q,Elena Rybakina,R,,RUS,19.98083504,201478,,Q,Varvara Lepchenko,L,180,USA,33.05407255,6-1 6-2,3,R32,76,4,1,45,29,25,9,8,2,2,0,2,51,34,20,5,7,3,7,134,448,127,496
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,278,202421,9,,Alison Van Uytvanck,R,,BEL,25.2073922,206374,,,Yafan Wang,R,,CHN,25.11156742,7-6(4) 6-3,3,R32,121,6,5,84,48,30,15,10,2,6,0,4,94,46,27,17,11,10,16,55,1030,57,1008
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,277,201555,,,Polona Hercog,R,182,SLO,28.38603696,201539,,LL,Christina Mchale,R,170,USA,27.08008214,6-4 6-4,3,R32,93,8,6,62,27,20,20,10,4,5,0,2,69,55,29,10,10,11,14,62,929,112,576
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,276,201590,,,Alison Riske,R,,USA,28.93634497,214096,,,Karolina Muchova,R,,CZE,22.80082136,6-7(4) 6-3 6-2,3,R32,121,3,6,92,69,52,7,14,4,6,5,1,89,55,37,16,15,5,11,61,933,68,851
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,275,204434,,Q,Ysaline Bonaventure,L,,BEL,24.78028747,211539,,LL,Fiona Ferro,R,,FRA,22.24503765,6-2 2-6 6-0,3,R32,85,8,6,75,42,25,17,11,7,10,2,3,67,39,25,7,11,2,8,120,545,95,677
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,274,206420,,,Ekaterina Alexandrova,R,,RUS,24.56673511,210722,3,,Elise Mertens,R,,BEL,23.56194387,6-4 6-2,3,R32,70,3,4,53,28,22,11,9,1,3,1,3,52,34,19,7,9,5,10,52,1108,21,2195
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,273,202506,,,Margarita Gasparyan,R,,RUS,24.77207392,214149,7,,Viktoria Kuzmova,R,,SVK,21.08145106,2-6 7-6(5) 6-4,3,R32,143,7,6,108,69,53,14,15,6,10,8,2,100,59,42,20,15,7,10,63,887,44,1265
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,272,213889,,Q,Greetje Minnen,R,,BEL,21.82067077,201621,,,Mona Barthel,R,185,GER,28.91444216,7-5 6-4,3,R32,86,3,2,71,41,30,16,11,4,5,7,6,71,40,29,16,11,2,5,139,429,88,699
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,271,206368,,,Veronika Kudermetova,R,,RUS,22.12731006,202460,,,Ons Jabeur,R,,TUN,24.78302533,6-3 6-4,3,R32,72,4,1,48,35,23,6,9,1,3,3,3,76,43,23,16,10,7,12,60,939,58,1000
2019-M010,S-Hertogenbosch,Grass,32,I,20190610,270,215018,,WC,Destanee Aiava,R,,AUS,19.08281999,214544,2,,Aryna Sabalenka,R,,BLR,21.09787817,7-6(3) 1-6 6-4,3,R32,109,5,3,101,70,46,14,14,7,11,4,11,88,53,39,18,15,4,7,214,266,10,3565
2019-1091,Mallorca,Grass,32,I,20190617,300,213550,7,,Sofia Kenin,R,,USA,20.58863792,202505,3,,Belinda Bencic,R,,SUI,22.2696783,6-7(2) 7-6(5) 6-4,3,F,162,6,3,114,77,50,20,17,4,7,3,13,121,63,44,28,17,5,9,30,1743,13,2953
2019-1091,Mallorca,Grass,32,I,20190617,299,202505,3,,Belinda Bencic,R,,SUI,22.2696783,201493,1,,Angelique Kerber,L,173,GER,31.41136208,2-6 7-6(2) 6-4,3,SF,120,7,7,99,66,49,15,15,10,13,4,0,104,76,49,17,15,5,7,13,2953,6,4675
2019-1091,Mallorca,Grass,32,I,20190617,298,213550,7,,Sofia Kenin,R,,USA,20.58863792,201545,2,,Anastasija Sevastova,R,,LAT,29.17727584,6-4 4-6 6-2,3,SF,111,2,2,85,53,37,17,14,4,6,11,3,92,54,40,13,14,7,11,30,1743,12,3366
2019-1091,Mallorca,Grass,32,I,20190617,297,201493,1,,Angelique Kerber,L,173,GER,31.41136208,201614,6,,Caroline Garcia,R,,FRA,25.66735113,6-3 7-6(5),3,QF,95,3,5,75,40,29,17,10,2,4,2,3,75,48,29,11,11,3,7,6,4675,23,2105
2019-1091,Mallorca,Grass,32,I,20190617,296,202505,3,,Belinda Bencic,R,,SUI,22.2696783,216153,5,,Amanda Anisimova,R,,USA,17.79329227,6-2 6-2,3,QF,62,4,2,51,34,21,9,8,1,3,1,8,58,30,14,8,8,5,11,13,2953,27,1890
2019-1091,Mallorca,Grass,32,I,20190617,295,213550,7,,Sofia Kenin,R,,USA,20.58863792,210722,4,,Elise Mertens,R,,BEL,23.58110883,1-6 6-1 6-3,3,QF,111,0,2,79,48,30,14,11,8,11,4,7,83,45,29,15,12,5,10,30,1743,21,2195
2019-1091,Mallorca,Grass,32,I,20190617,294,201545,2,,Anastasija Sevastova,R,,LAT,29.17727584,206374,,,Yafan Wang,R,,CHN,25.13073238,6-2 6-1,3,QF,61,2,2,52,26,19,16,8,4,4,3,2,43,25,16,4,7,1,5,12,3366,58,1008
2019-1091,Mallorca,Grass,32,I,20190617,293,201493,1,,Angelique Kerber,L,173,GER,31.41136208,201345,,WC,Maria Sharapova,R,,RUS,32.1615332,6-2 6-3,3,R16,91,1,0,51,31,20,13,8,5,6,4,6,75,44,26,9,9,7,12,6,4675,85,710
2019-1091,Mallorca,Grass,32,I,20190617,292,201614,6,,Caroline Garcia,R,,FRA,25.66735113,211651,,WC,Paula Badosa,R,,ESP,21.58521561,6-2 6-7(1) 6-3,3,R16,125,5,1,85,51,41,16,14,5,6,5,4,100,62,40,19,15,8,13,23,2105,132,487
2019-1091,Mallorca,Grass,32,I,20190617,291,202505,3,,Belinda Bencic,R,,SUI,22.2696783,201603,,Q,Shelby Rogers,R,,USA,26.67488022,5-7 6-3 3-1 RET,3,R16,107,9,4,76,44,32,13,13,2,5,12,1,72,43,29,13,12,1,5,13,2953,356,116
2019-1091,Mallorca,Grass,32,I,20190617,290,216153,5,,Amanda Anisimova,R,,USA,17.79329227,201427,,,Alize Cornet,R,173,FRA,29.39904175,6-2 6-4,3,R16,75,3,3,64,42,31,10,9,7,8,0,4,59,33,20,11,9,5,9,27,1890,56,1095
2019-1091,Mallorca,Grass,32,I,20190617,289,213550,7,,Sofia Kenin,R,,USA,20.58863792,202460,,,Ons Jabeur,R,,TUN,24.80219028,6-2 2-0 RET,3,R16,45,0,1,26,20,17,3,5,0,0,3,2,32,14,8,7,5,2,5,30,1743,63,880
2019-1091,Mallorca,Grass,32,I,20190617,288,210722,4,,Elise Mertens,R,,BEL,23.58110883,201325,,WC,Samantha Stosur,R,172,AUS,35.21423682,6-3 6-3,3,R16,72,2,7,52,34,27,9,9,1,2,2,6,57,38,26,7,9,5,9,21,2195,115,559
2019-1091,Mallorca,Grass,32,I,20190617,287,206374,,,Yafan Wang,R,,CHN,25.13073238,202421,,,Alison Van Uytvanck,R,,BEL,25.22655715,7-6(3) 6-3,3,R16,104,4,2,79,38,25,24,11,6,9,8,3,76,52,30,10,10,4,8,58,1008,57,1030
2019-1091,Mallorca,Grass,32,I,20190617,286,201545,2,,Anastasija Sevastova,R,,LAT,29.17727584,201548,,,Ajla Tomljanovic,R,,AUS,26.11088296,6-2 6-1,3,R16,62,2,1,35,20,16,12,7,0,0,4,4,65,42,26,5,8,3,8,12,3366,47,1168
2019-1091,Mallorca,Grass,32,I,20190617,285,201493,1,,Angelique Kerber,L,173,GER,31.41136208,204434,,Q,Ysaline Bonaventure,L,,BEL,24.79945243,7-5 4-6 6-2,3,R32,106,2,7,90,60,41,13,15,4,8,3,11,89,63,37,12,15,4,10,6,4675,118,543
2019-1091,Mallorca,Grass,32,I,20190617,284,201345,,WC,Maria Sharapova,R,,RUS,32.1615332,214149,,,Viktoria Kuzmova,R,,SVK,21.10061602,7-6(8) 6-0,3,R32,89,5,7,64,38,30,14,9,3,5,3,9,60,33,25,6,9,2,7,85,710,46,1185
2019-1091,Mallorca,Grass,32,I,20190617,283,211651,,WC,Paula Badosa,R,,ESP,21.58521561,201590,,,Alison Riske,R,,USA,28.95550992,6-7(2) 7-5 7-5,3,R32,158,4,7,118,58,37,24,18,10,17,3,8,122,76,45,16,18,3,12,132,487,49,1153
2019-1091,Mallorca,Grass,32,I,20190617,282,201614,6,,Caroline Garcia,R,,FRA,25.66735113,201458,,,Victoria Azarenka,R,180,BLR,29.87816564,1-6 6-4 7-5,3,R32,120,9,2,84,53,34,15,15,6,12,3,9,88,47,33,18,14,6,11,23,2105,41,1320
2019-1091,Mallorca,Grass,32,I,20190617,281,202505,3,,Belinda Bencic,R,,SUI,22.2696783,202490,,,Rebecca Peterson,R,,SWE,23.86310746,7-5 6-4,3,R32,109,4,2,75,43,32,12,11,4,7,1,7,93,61,36,12,11,14,19,13,2953,64,872
2019-1091,Mallorca,Grass,32,I,20190617,280,201603,,Q,Shelby Rogers,R,,USA,26.67488022,201533,,,Shuai Zhang,R,,CHN,30.40109514,6-2 6-2,3,R32,71,2,3,53,40,27,7,8,2,3,4,1,53,36,21,4,8,4,9,356,116,52,1120
2019-1091,Mallorca,Grass,32,I,20190617,279,201427,,,Alize Cornet,R,173,FRA,29.39904175,204427,,Q,Sara Sorribes Tormo,R,,ESP,22.68856947,6-0 6-1,3,R32,54,3,1,44,32,24,7,7,1,1,0,2,33,17,6,5,6,3,8,56,1095,70,830
2019-1091,Mallorca,Grass,32,I,20190617,278,216153,5,,Amanda Anisimova,R,,USA,17.79329227,206124,,Q,Tereza Martincova,R,,CZE,24.64613279,3-6 7-6(7) 6-4,3,R32,141,2,7,107,74,53,14,15,5,7,3,2,123,101,62,13,16,9,11,27,1890,143,418
2019-1091,Mallorca,Grass,32,I,20190617,277,213550,7,,Sofia Kenin,R,,USA,20.58863792,201465,,,Kirsten Flipkens,R,165,BEL,33.43189596,6-2 6-3,3,R32,71,0,2,56,37,22,15,8,6,6,5,0,52,36,21,7,9,4,8,30,1743,80,730
2019-1091,Mallorca,Grass,32,I,20190617,276,202460,,,Ons Jabeur,R,,TUN,24.80219028,215219,,Q,Kaja Juvan,R,,SLO,18.55715264,7-5 7-6(5),3,R32,108,3,5,80,35,23,23,12,3,7,2,1,88,56,32,15,12,7,12,63,880,129,496
2019-1091,Mallorca,Grass,32,I,20190617,275,201325,,WC,Samantha Stosur,R,172,AUS,35.21423682,202453,,,Saisai Zheng,R,,CHN,25.36071184,6-4 7-5,3,R32,117,4,2,67,43,29,12,11,5,8,0,4,93,61,32,16,11,14,19,115,559,44,1210
2019-1091,Mallorca,Grass,32,I,20190617,274,210722,4,,Elise Mertens,R,,BEL,23.58110883,201492,,WC,Andrea Petkovic,R,180,GER,31.77002053,6-2 6-2,3,R32,69,1,6,51,24,17,14,8,2,3,0,2,44,22,10,10,8,4,9,21,2195,71,825
2019-1091,Mallorca,Grass,32,I,20190617,273,202421,,,Alison Van Uytvanck,R,,BEL,25.22655715,211701,8,,Katerina Siniakova,R,,CZE,23.10198494,6-2 3-6 6-3,3,R32,109,7,2,82,59,39,13,13,5,8,1,6,83,51,31,14,13,7,12,57,1030,38,1387
2019-1091,Mallorca,Grass,32,I,20190617,272,206374,,,Yafan Wang,R,,CHN,25.13073238,204431,,,Anna Lena Friedsam,R,,GER,25.37166324,7-5 6-3,3,R32,91,2,3,72,39,24,19,10,2,4,1,7,69,41,27,10,11,7,12,58,1008,358,116
2019-1091,Mallorca,Grass,32,I,20190617,271,201548,,,Ajla Tomljanovic,R,,AUS,26.11088296,201620,,,Monica Puig,R,,PUR,25.71937029,6-4 7-5,3,R32,83,10,5,66,44,36,8,11,3,5,8,5,57,29,22,11,11,0,4,47,1168,53,1113
2019-1091,Mallorca,Grass,32,I,20190617,270,201545,2,,Anastasija Sevastova,R,,LAT,29.17727584,201478,,Q,Varvara Lepchenko,L,180,USA,33.07323751,6-3 7-6(5),3,R32,99,0,2,73,38,25,17,10,5,8,2,2,65,47,24,8,11,3,8,12,3366,123,508
2019-1079,Bucharest,Clay,32,I,20190715,300,214981,,,Elena Rybakina,R,,RUS,20.07665982,206255,,Q,Patricia Maria Tig,R,,ROU,24.96646133,6-2 6-0,3,F,65,2,2,49,33,23,10,7,2,2,1,6,46,30,13,5,7,3,8,106,594,,
2019-1079,Bucharest,Clay,32,I,20190715,299,206255,,Q,Patricia Maria Tig,R,,ROU,24.96646133,201696,6,,Laura Siegemund,R,,GER,31.36208077,6-3 6-1,3,SF,87,0,0,60,38,28,12,8,8,8,2,1,43,31,14,6,8,2,6,,,77,740
2019-1079,Bucharest,Clay,32,I,20190715,298,214981,,,Elena Rybakina,R,,RUS,20.07665982,203325,,Q,Martina Di Giuseppe,U,,ITA,28.42436687,6-3 6-2,3,SF,61,6,4,48,27,22,13,9,0,1,2,3,51,30,19,7,8,6,10,106,594,211,274
2019-1079,Bucharest,Clay,32,I,20190715,297,206255,,Q,Patricia Maria Tig,R,,ROU,24.96646133,201697,8,,Kristyna Pliskova,L,,CZE,27.3155373,6-3 3-6 6-3,3,QF,109,5,5,98,66,46,15,14,8,10,8,4,74,47,35,12,13,2,5,,,92,666
2019-1079,Bucharest,Clay,32,I,20190715,296,201696,6,,Laura Siegemund,R,,GER,31.36208077,201593,,,Irina Camelia Begu,R,181,ROU,28.8843258,7-5 6-2,3,QF,116,0,2,59,43,30,9,10,1,3,1,3,75,45,23,16,10,4,9,77,740,112,564
2019-1079,Bucharest,Clay,32,I,20190715,295,203325,,Q,Martina Di Giuseppe,U,,ITA,28.42436687,206252,,,Barbora Krejcikova,R,,CZE,23.57289528,6-4 6-4,3,QF,82,6,1,59,39,27,8,10,3,6,1,1,65,50,24,7,10,5,10,211,274,132,481
2019-1079,Bucharest,Clay,32,I,20190715,294,214981,,,Elena Rybakina,R,,RUS,20.07665982,214149,2,,Viktoria Kuzmova,R,,SVK,21.17727584,7-6(4) 6-3,3,QF,88,3,4,78,50,32,17,10,8,9,4,5,72,45,33,11,11,2,5,106,594,54,1075
2019-1079,Bucharest,Clay,32,I,20190715,293,206255,,Q,Patricia Maria Tig,R,,ROU,24.96646133,201545,1,,Anastasija Sevastova,R,,LAT,29.25393566,6-2 7-5,3,R16,103,2,1,61,42,29,12,10,2,3,0,1,68,38,23,14,10,4,8,,,11,3356
2019-1079,Bucharest,Clay,32,I,20190715,292,201697,8,,Kristyna Pliskova,L,,CZE,27.3155373,204434,,,Ysaline Bonaventure,L,,BEL,24.87611225,6-0 6-2,3,R16,57,12,2,40,22,21,9,7,1,1,3,8,70,43,24,7,7,13,18,92,666,114,552
2019-1079,Bucharest,Clay,32,I,20190715,291,201593,,,Irina Camelia Begu,R,181,ROU,28.8843258,215219,,,Kaja Juvan,R,,SLO,18.63381246,6-4 6-3,3,R16,94,1,4,47,31,22,6,9,1,4,2,3,85,51,28,12,10,11,17,112,564,111,565
2019-1079,Bucharest,Clay,32,I,20190715,290,201696,6,,Laura Siegemund,R,,GER,31.36208077,202418,,,Lara Arruabarrena,R,166,ESP,27.31827515,7-5 6-3,3,R16,104,1,5,74,58,36,9,11,4,6,0,2,74,51,24,15,10,7,11,77,740,165,362
2019-1079,Bucharest,Clay,32,I,20190715,289,206252,,,Barbora Krejcikova,R,,CZE,23.57289528,211901,7,,Aliona Bolsova,R,,MDA,21.68651608,6-0 3-2 RET,3,R16,56,1,0,41,33,24,4,6,4,4,0,1,23,13,7,3,5,1,4,132,481,88,673
2019-1079,Bucharest,Clay,32,I,20190715,288,203325,,Q,Martina Di Giuseppe,U,,ITA,28.42436687,206368,3,,Veronika Kudermetova,R,,RUS,22.22313484,2-6 5-4 RET,3,R16,82,1,1,53,32,22,10,8,4,6,9,3,58,35,27,13,9,2,3,211,274,56,1044
2019-1079,Bucharest,Clay,32,I,20190715,287,214981,,,Elena Rybakina,R,,RUS,20.07665982,211713,,WC,Jaqueline Adina Cristian,U,,ROU,21.10882957,6-1 6-0,3,R16,50,6,0,40,28,21,8,7,1,1,0,2,35,18,6,6,6,2,7,106,594,210,275
2019-1079,Bucharest,Clay,32,I,20190715,286,214149,2,,Viktoria Kuzmova,R,,SVK,21.17727584,215096,,Q,Jaimee Fourlis,R,,AUS,19.82477755,7-5 6-2,3,R16,93,5,3,58,33,24,17,10,1,2,1,3,78,54,34,7,10,9,13,54,1075,284,175
2019-1079,Bucharest,Clay,32,I,20190715,285,201545,1,,Anastasija Sevastova,R,,LAT,29.25393566,202536,,,Ana Bogdan,R,,ROU,26.63381246,5-7 7-6(4) 7-5,3,R32,183,6,3,135,75,50,25,18,13,19,5,3,128,85,50,21,18,12,18,11,3356,127,498
2019-1079,Bucharest,Clay,32,I,20190715,284,206255,,Q,Patricia Maria Tig,R,,ROU,24.96646133,214388,,LL,Anna Bondar,R,,HUN,22.13278576,6-2 6-1,3,R32,66,1,2,42,30,22,8,7,1,1,2,0,56,35,19,8,8,8,13,,,193,311
2019-1079,Bucharest,Clay,32,I,20190715,283,204434,,,Ysaline Bonaventure,L,,BEL,24.87611225,202659,,LL,Tereza Mrdeza,R,,CRO,28.66529774,6-3 7-5,3,R32,87,0,3,64,43,26,8,10,5,9,0,2,67,36,18,14,11,1,8,114,552,187,320
2019-1079,Bucharest,Clay,32,I,20190715,282,201697,8,,Kristyna Pliskova,L,,CZE,27.3155373,202456,,LL,Alexandra Cadantu,R,170,ROU,29.19917864,7-5 6-1,3,R32,84,13,3,58,40,34,9,10,3,3,1,2,50,40,25,4,9,1,4,92,666,214,268
2019-1079,Bucharest,Clay,32,I,20190715,281,215219,,,Kaja Juvan,R,,SLO,18.63381246,202688,,LL,Isabella Shinikova,R,,BUL,27.72073922,5-7 6-1 6-1,3,R32,99,4,4,74,47,34,13,13,2,6,0,9,104,60,37,13,13,10,18,111,565,232,246
2019-1079,Bucharest,Clay,32,I,20190715,280,201593,,,Irina Camelia Begu,R,181,ROU,28.8843258,202434,,,Aleksandra Krunic,R,,SRB,26.33264887,7-5 6-1,3,R32,80,3,2,57,35,26,12,10,4,6,0,0,55,32,19,8,9,3,8,112,564,101,606
2019-1079,Bucharest,Clay,32,I,20190715,279,202418,,,Lara Arruabarrena,R,166,ESP,27.31827515,211719,,Q,Shilin Xu,R,,CHN,21.50855578,7-5 6-7(7) 7-5,3,R32,171,2,5,131,94,59,12,18,9,15,6,5,123,84,50,15,18,6,14,165,362,221,259
2019-1079,Bucharest,Clay,32,I,20190715,278,201696,6,,Laura Siegemund,R,,GER,31.36208077,211843,,,Anhelina Kalinina,R,,UKR,22.4312115,4-6 6-3 6-4,3,R32,170,0,8,107,69,39,19,15,8,13,0,2,101,80,47,7,14,7,13,77,740,137,465
2019-1079,Bucharest,Clay,32,I,20190715,277,211901,7,,Aliona Bolsova,R,,MDA,21.68651608,202491,,,Varvara Flink,R,,RUS,22.58453114,6-3 6-2,3,R32,75,2,3,55,33,23,10,9,3,5,1,3,53,37,17,8,8,3,8,88,673,122,519
2019-1079,Bucharest,Clay,32,I,20190715,276,206252,,,Barbora Krejcikova,R,,CZE,23.57289528,211817,,WC,Elena Gabriela Ruse,U,,ROU,21.68651608,6-3 0-6 6-2,3,R32,118,2,1,80,60,36,9,12,5,9,2,12,89,44,31,15,11,6,10,132,481,178,332
2019-1079,Bucharest,Clay,32,I,20190715,275,203325,,Q,Martina Di Giuseppe,U,,ITA,28.42436687,201478,,,Varvara Lepchenko,L,180,USA,33.14989733,3-6 6-1 7-6(3),3,R32,139,3,5,90,50,36,19,14,3,7,3,1,109,74,46,15,14,8,13,211,274,117,531
2019-1079,Bucharest,Clay,32,I,20190715,274,206368,3,,Veronika Kudermetova,R,,RUS,22.22313484,201551,,,Arantxa Rus,L,180,NED,28.58590007,6-2 6-4,3,R32,85,2,4,58,31,25,13,9,4,5,0,3,62,43,26,6,9,2,6,56,1044,128,496
2019-1079,Bucharest,Clay,32,I,20190715,273,211713,,WC,Jaqueline Adina Cristian,U,,ROU,21.10882957,201514,5,,Sorana Cirstea,R,176,ROU,29.27036277,6-4 4-6 6-2,3,R32,138,1,5,90,53,36,18,14,2,5,5,5,93,60,40,12,14,10,15,210,275,81,709
2019-1079,Bucharest,Clay,32,I,20190715,272,214981,,,Elena Rybakina,R,,RUS,20.07665982,211651,,,Paula Badosa,R,,ESP,21.66187543,7-5 7-6(4),3,R32,110,1,4,67,40,33,14,12,0,2,5,5,123,75,44,22,12,16,19,106,594,116,535
2019-1079,Bucharest,Clay,32,I,20190715,271,215096,,Q,Jaimee Fourlis,R,,AUS,19.82477755,210705,,WC,Irina Maria Bara,R,,ROU,24.32580424,6-3 7-6(6),3,R32,124,0,0,67,52,31,9,11,3,7,2,5,95,69,38,9,10,8,13,284,175,184,324
2019-1079,Bucharest,Clay,32,I,20190715,270,214149,2,,Viktoria Kuzmova,R,,SVK,21.17727584,203435,,,Dalila Jakupovic,R,,SLO,28.30937714,6-2 6-2,3,R32,64,4,3,40,25,19,10,8,1,2,1,0,56,32,19,7,8,3,8,54,1075,145,403
2019-1094,Lausanne,Clay,32,I,20190715,300,211539,,,Fiona Ferro,R,,FRA,22.34086242,201427,3,,Alize Cornet,R,173,FRA,29.47570157,6-1 2-6 6-1,3,F,100,0,0,69,44,24,13,11,2,6,3,2,75,41,25,9,11,2,9,98,629,48,1140
2019-1094,Lausanne,Clay,32,I,20190715,299,201427,3,,Alize Cornet,R,173,FRA,29.47570157,211337,,,Tamara Korpatsch,R,,GER,24.17522245,6-3 6-4,3,SF,105,2,4,70,44,26,11,9,6,10,0,2,65,41,17,11,10,6,13,48,1140,142,422
2019-1094,Lausanne,Clay,32,I,20190715,298,211539,,,Fiona Ferro,R,,FRA,22.34086242,211095,,,Bernarda Pera,L,,USA,24.61327858,6-1 6-4,3,SF,89,3,1,58,36,26,14,9,2,2,2,2,78,51,31,10,8,12,15,98,629,85,689
2019-1094,Lausanne,Clay,32,I,20190715,297,211337,,,Tamara Korpatsch,R,,GER,24.17522245,213525,,,Jil Belen Teichmann,L,,SUI,21.99863107,3-6 6-0 6-1,3,QF,124,2,4,75,46,28,16,11,3,5,0,0,84,55,28,12,11,11,17,142,422,90,672
2019-1094,Lausanne,Clay,32,I,20190715,296,201427,3,,Alize Cornet,R,173,FRA,29.47570157,212001,,,Natalia Vikhlyantseva,R,,RUS,22.40657084,4-6 6-1 6-3,3,QF,112,0,4,75,44,22,17,13,5,10,0,7,84,48,24,13,13,4,12,48,1140,100,608
2019-1094,Lausanne,Clay,32,I,20190715,295,211539,,,Fiona Ferro,R,,FRA,22.34086242,201325,,,Samantha Stosur,R,172,AUS,35.29089665,6-4 6-2,3,QF,80,1,1,56,31,25,13,9,2,3,2,4,59,30,15,15,9,5,9,98,629,134,473
2019-1094,Lausanne,Clay,32,I,20190715,294,211095,,,Bernarda Pera,L,,USA,24.61327858,201580,,LL,Xinyun Han,L,,CHN,29.12525667,6-0 5-7 6-3,3,QF,134,2,5,99,63,42,17,14,7,10,2,3,83,55,33,10,13,4,10,85,689,182,326
2019-1094,Lausanne,Clay,32,I,20190715,293,213525,,,Jil Belen Teichmann,L,,SUI,21.99863107,215899,,WC,Simona Waltert,U,,SUI,18.58453114,6-3 6-3,3,R16,75,4,3,65,45,31,9,9,5,6,3,2,54,36,19,9,9,2,6,90,672,562,34
